noc,noc_title,onet,onet_title
12,0012 Senior government managers and officials,11-1011.00,Chief Executives
13,"0013 Senior managers - financial, communications and other business services",11-1011.00,Chief Executives
14,"0014 Senior managers - health, education, social and community services and membership organizations",11-1011.00,Chief Executives
15,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",11-1011.00,Chief Executives
16,"0016 Senior managers - construction, transportation, production and utilities",11-1011.00,Chief Executives
12,0012 Senior government managers and officials,11-1021.00,General and Operations Managers
13,"0013 Senior managers - financial, communications and other business services",11-1021.00,General and Operations Managers
14,"0014 Senior managers - health, education, social and community services and membership organizations",11-1021.00,General and Operations Managers
15,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",11-1021.00,General and Operations Managers
16,"0016 Senior managers - construction, transportation, production and utilities",11-1021.00,General and Operations Managers
621,0621 Retail and wholesale trade managers,11-1021.00,General and Operations Managers
11,0011 Legislators,11-1031.00,Legislators
124,"0124 Advertising, marketing and public relations managers",11-2011.00,Advertising and Promotions Managers
1123,"1123 Professional occupations in advertising, marketing and public relations",11-2011.00,Advertising and Promotions Managers
124,"0124 Advertising, marketing and public relations managers",11-2021.00,Marketing Managers
601,0601 Corporate sales managers,11-2022.00,Sales Managers
124,"0124 Advertising, marketing and public relations managers",11-2031.00,Public Relations Managers
114,0114 Other administrative services managers,11-3011.00,Administrative Services Managers
213,0213 Computer and information systems managers,11-3021.00,Computer and Information Systems Managers
111,0111 Financial managers,11-3031.00,Financial Managers
111,0111 Financial managers,11-3031.01,Treasurers and Controllers
111,0111 Financial managers,11-3031.02,"Financial Managers, Branch or Department"
121,"0121 Insurance, real estate and financial brokerage managers",11-3031.02,"Financial Managers, Branch or Department"
122,"0122 Banking, credit and other investment managers",11-3031.02,"Financial Managers, Branch or Department"
112,0112 Human resources managers,11-3040.00,Human Resources Managers
112,0112 Human resources managers,11-3041.00,Compensation and Benefits Managers
112,0112 Human resources managers,11-3042.00,Training and Development Managers
112,0112 Human resources managers,11-3049.99,"Human Resources Managers, All Other"
911,0911 Manufacturing managers,11-3051.00,Industrial Production Managers
912,0912 Utilities managers,11-3051.00,Industrial Production Managers
113,0113 Purchasing managers,11-3061.00,Purchasing Managers
731,0731 Managers in transportation,11-3071.00,"Transportation, Storage, and Distribution Managers"
731,0731 Managers in transportation,11-3071.01,Transportation Managers
1215,"1215 Supervisors, supply chain, tracking and scheduling co-ordination occupations",11-3071.02,Storage and Distribution Managers
821,0821 Managers in agriculture,11-9011.00,"Farm, Ranch, and Other Agricultural Managers"
822,0822 Managers in horticulture,11-9011.01,Nursery and Greenhouse Managers
821,0821 Managers in agriculture,11-9011.02,Crop and Livestock Managers
823,0823 Managers in aquaculture,11-9011.03,Aquacultural Managers
821,0821 Managers in agriculture,11-9012.00,Farmers and Ranchers
711,0711 Construction managers,11-9021.00,Construction Managers
712,0712 Home building and renovation managers,11-9021.00,Construction Managers
422,0422 School principals and administrators of elementary and secondary education,11-9031.00,"Education Administrators, Preschool and Child Care Center/Program"
422,0422 School principals and administrators of elementary and secondary education,11-9032.00,"Education Administrators, Elementary and Secondary School"
421,0421 Administrators - post-secondary education and vocational training,11-9033.00,"Education Administrators, Postsecondary"
414,0414 Other managers in public administration,11-9039.99,"Education Administrators, All Other"
211,0211 Engineering managers,11-9041.00,Engineering Managers
212,0212 Architecture and science managers,11-9041.00,Engineering Managers
631,0631 Restaurant and food service managers,11-9051.00,Food Service Managers
15,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",11-9061.00,Funeral Directors
15,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",11-9071.00,Gaming Managers
632,0632 Accommodation service managers,11-9081.00,Lodging Managers
311,0311 Managers in health care,11-9111.00,Medical and Health Services Managers
3011,3011 Nursing co-ordinators and supervisors,11-9111.00,Medical and Health Services Managers
212,0212 Architecture and science managers,11-9121.00,Natural Sciences Managers
132,0132 Postal and courier services managers,11-9131.00,Postmasters and Mail Superintendents
1214,"1214 Supervisors, mail and message distribution occupations",11-9131.00,Postmasters and Mail Superintendents
714,0714 Facility operation and maintenance managers,11-9141.00,"Property, Real Estate, and Community Association Managers"
1224,1224 Property administrators,11-9141.00,"Property, Real Estate, and Community Association Managers"
423,"0423 Managers in social, community and correctional services",11-9151.00,Social and Community Service Managers
125,0125 Other business services managers,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
125,0125 Other business services managers,13-1021.00,"Purchasing Agents and Buyers, Farm Products"
6222,6222 Retail and wholesale buyers,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
1225,1225 Purchasing agents and officers,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
1312,1312 Insurance adjusters and claims examiners,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
1312,1312 Insurance adjusters and claims examiners,13-1031.01,"Claims Examiners, Property and Casualty Insurance"
1312,1312 Insurance adjusters and claims examiners,13-1031.02,"Insurance Adjusters, Examiners, and Investigators"
1314,"1314 Assessors, valuators and appraisers",13-1032.00,"Insurance Appraisers, Auto Damage"
1122,1122 Professional occupations in business management consulting,13-1041.00,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation"
1228,"1228 Employment insurance, immigration, border services and revenue officers",13-1041.00,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation"
2263,2263 Inspectors in public and environmental health and occupational health and safety,13-1041.01,Environmental Compliance Inspectors
4423,"4423 By-law enforcement and other regulatory officers, n.e.c.",13-1041.02,Licensing Examiners and Inspectors
1121,1121 Human resources professionals,13-1041.03,Equal Opportunity Representatives and Officers
4164,"4164 Social policy researchers, consultants and program officers",13-1041.03,Equal Opportunity Representatives and Officers
4423,"4423 By-law enforcement and other regulatory officers, n.e.c.",13-1041.04,Government Property Inspectors and Investigators
4165,"4165 Health policy researchers, consultants and program officers",13-1041.06,Coroners
2234,2234 Construction estimators,13-1051.00,Cost Estimators
4161,"4161 Natural and applied science policy researchers, consultants and program officers",13-1061.00,Emergency Management Specialists
414,0414 Other managers in public administration,13-1061.00,Emergency Management Specialists
1121,1121 Human resources professionals,13-1071.00,"Employment, Recruitment, and Placement Specialists"
1223,1223 Human resources and recruitment officers,13-1071.01,Employment Interviewers
1223,1223 Human resources and recruitment officers,13-1071.02,Personnel Recruiters
1223,1223 Human resources and recruitment officers,13-1072.00,"Compensation, Benefits, and Job Analysis Specialists"
1223,1223 Human resources and recruitment officers,13-1073.00,Training and Development Specialists
1122,1122 Professional occupations in business management consulting,13-1081.00,Logisticians
1122,1122 Professional occupations in business management consulting,13-1111.00,Management Analysts
1226,1226 Conference and event planners,13-1121.00,Meeting and Convention Planners
1315,"1315 Customs, ship and other brokers",13-1199.99,"Business Operations Specialists, All Other"
1111,1111 Financial auditors and accountants,13-2011.00,Accountants and Auditors
1111,1111 Financial auditors and accountants,13-2011.01,Accountants
1111,1111 Financial auditors and accountants,13-2011.02,Auditors
1314,"1314 Assessors, valuators and appraisers",13-2021.00,Appraisers and Assessors of Real Estate
1314,"1314 Assessors, valuators and appraisers",13-2021.01,Assessors
1314,"1314 Assessors, valuators and appraisers",13-2021.02,"Appraisers, Real Estate"
1114,1114 Other financial officers,13-2031.00,Budget Analysts
1114,1114 Other financial officers,13-2041.00,Credit Analysts
1112,1112 Financial and investment analysts,13-2051.00,Financial Analysts
1114,1114 Other financial officers,13-2052.00,Personal Financial Advisors
1313,1313 Insurance underwriters,13-2053.00,Insurance Underwriters
1114,1114 Other financial officers,13-2061.00,Financial Examiners
6235,6235 Financial sales representatives,13-2071.00,Loan Counselors
6235,6235 Financial sales representatives,13-2072.00,Loan Officers
1228,"1228 Employment insurance, immigration, border services and revenue officers",13-2081.00,"Tax Examiners, Collectors, and Revenue Agents"
1435,1435 Collectors,13-2081.00,"Tax Examiners, Collectors, and Revenue Agents"
1431,1431 Accounting and related clerks,13-2082.00,Tax Preparers
2171,2171 Information systems analysts and consultants,15-1011.00,"Computer and Information Scientists, Research"
2174,2174 Computer programmers and interactive media developers,15-1021.00,Computer Programmers
2173,2173 Software engineers and designers,15-1031.00,"Computer Software Engineers, Applications"
2173,2173 Software engineers and designers,15-1032.00,"Computer Software Engineers, Systems Software"
2282,2282 User support technicians,15-1041.00,Computer Support Specialists
2171,2171 Information systems analysts and consultants,15-1051.00,Computer Systems Analysts
2172,2172 Database analysts and data administrators,15-1061.00,Database Administrators
2281,2281 Computer network technicians,15-1071.00,Network and Computer Systems Administrators
2171,2171 Information systems analysts and consultants,15-1071.01,Computer Security Specialists
2281,2281 Computer network technicians,15-1081.00,Network Systems and Data Communications Analysts
2283,2283 Information systems testing technicians,15-1099.01,Software Quality Assurance Engineers and Testers
2173,2173 Software engineers and designers,15-1099.02,Computer Systems Engineers/Architects
131,0131 Telecommunication carriers managers,15-1099.03,Network Designers
2175,2175 Web designers and developers,15-1099.04,Web Developers
2175,2175 Web designers and developers,15-1099.05,Web Administrators
2161,"2161 Mathematicians, statisticians and actuaries",15-2011.00,Actuaries
2161,"2161 Mathematicians, statisticians and actuaries",15-2021.00,Mathematicians
2171,2171 Information systems analysts and consultants,15-2031.00,Operations Research Analysts
2161,"2161 Mathematicians, statisticians and actuaries",15-2041.00,Statisticians
2161,"2161 Mathematicians, statisticians and actuaries",15-2091.00,Mathematical Technicians
2151,2151 Architects,17-1011.00,"Architects, Except Landscape and Naval"
2152,2152 Landscape architects,17-1012.00,Landscape Architects
2154,2154 Land surveyors,17-1021.00,Cartographers and Photogrammetrists
2154,2154 Land surveyors,17-1022.00,Surveyors
2146,2146 Aerospace engineers,17-2011.00,Aerospace Engineers
2148,"2148 Other professional engineers, n.e.c.",17-2021.00,Agricultural Engineers
2148,"2148 Other professional engineers, n.e.c.",17-2031.00,Biomedical Engineers
2134,2134 Chemical engineers,17-2041.00,Chemical Engineers
2131,2131 Civil engineers,17-2051.00,Civil Engineers
2147,2147 Computer engineers (except software engineers and designers),17-2061.00,Computer Hardware Engineers
2133,2133 Electrical and electronics engineers,17-2071.00,Electrical Engineers
2133,2133 Electrical and electronics engineers,17-2072.00,"Electronics Engineers, Except Computer"
2131,2131 Civil engineers,17-2081.00,Environmental Engineers
2148,"2148 Other professional engineers, n.e.c.",17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
2148,"2148 Other professional engineers, n.e.c.",17-2111.01,Industrial Safety and Health Engineers
2141,2141 Industrial and manufacturing engineers,17-2111.02,Fire-Prevention and Protection Engineers
2141,2141 Industrial and manufacturing engineers,17-2111.03,Product Safety Engineers
2141,2141 Industrial and manufacturing engineers,17-2112.00,Industrial Engineers
2148,"2148 Other professional engineers, n.e.c.",17-2121.00,Marine Engineers and Naval Architects
2148,"2148 Other professional engineers, n.e.c.",17-2121.01,Marine Engineers
2148,"2148 Other professional engineers, n.e.c.",17-2121.02,Marine Architects
2142,2142 Metallurgical and materials engineers,17-2131.00,Materials Engineers
2132,2132 Mechanical engineers,17-2141.00,Mechanical Engineers
2143,2143 Mining engineers,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
2144,2144 Geological engineers,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
2148,"2148 Other professional engineers, n.e.c.",17-2161.00,Nuclear Engineers
2145,2145 Petroleum engineers,17-2171.00,Petroleum Engineers
2251,2251 Architectural technologists and technicians,17-3011.00,Architectural and Civil Drafters
2253,2253 Drafting technologists and technicians,17-3011.00,Architectural and Civil Drafters
2251,2251 Architectural technologists and technicians,17-3011.01,Architectural Drafters
2253,2253 Drafting technologists and technicians,17-3011.01,Architectural Drafters
2251,2251 Architectural technologists and technicians,17-3011.02,Civil Drafters
2253,2253 Drafting technologists and technicians,17-3011.02,Civil Drafters
2253,2253 Drafting technologists and technicians,17-3012.00,Electrical and Electronics Drafters
2253,2253 Drafting technologists and technicians,17-3012.01,Electronic Drafters
2253,2253 Drafting technologists and technicians,17-3012.02,Electrical Drafters
2253,2253 Drafting technologists and technicians,17-3013.00,Mechanical Drafters
2244,"2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",17-3021.00,Aerospace Engineering and Operations Technicians
2231,2231 Civil engineering technologists and technicians,17-3022.00,Civil Engineering Technicians
2241,2241 Electrical and electronics engineering technologists and technicians,17-3023.00,Electrical and Electronic Engineering Technicians
2241,2241 Electrical and electronics engineering technologists and technicians,17-3023.01,Electronics Engineering Technicians
2241,2241 Electrical and electronics engineering technologists and technicians,17-3023.03,Electrical Engineering Technicians
2241,2241 Electrical and electronics engineering technologists and technicians,17-3024.00,Electro-Mechanical Technicians
2231 Civil engineering technologists and technicians,2231 Civil engineering technologists and technicians,17-3025.00,Environmental Engineering Technicians
2233,2233 Industrial engineering and manufacturing technologists and technicians,17-3026.00,Industrial Engineering Technicians
2232,2232 Mechanical engineering technologists and technicians,17-3027.00,Mechanical Engineering Technicians
2254,2254 Land survey technologists and technicians,17-3031.00,Surveying and Mapping Technicians
2254,2254 Land survey technologists and technicians,17-3031.01,Surveying Technicians
2255,2255 Technical occupations in geomatics and meteorology,17-3031.02,Mapping Technicians
2121,2121 Biologists and related scientists,19-1011.00,Animal Scientists
2121,2121 Biologists and related scientists,19-1012.00,Food Scientists and Technologists
2121,2121 Biologists and related scientists,19-1013.00,Soil and Plant Scientists
2121,2121 Biologists and related scientists,19-1020.01,Biologists
2112,2112 Chemists,19-1021.00,Biochemists and Biophysicists
2111,2111 Physicists and astronomers,19-1021.00,Biochemists and Biophysicists
2121,2121 Biologists and related scientists,19-1022.00,Microbiologists
2121,2121 Biologists and related scientists,19-1023.00,Zoologists and Wildlife Biologists
2224,2224 Conservation and fishery officers,19-1031.00,Conservation Scientists
2224,2224 Conservation and fishery officers,19-1031.01,Soil and Water Conservationists
2223,2223 Forestry technologists and technicians,19-1031.02,Range Managers
2121,2121 Biologists and related scientists,19-1031.03,Park Naturalists
2122,2122 Forestry professionals,19-1032.00,Foresters
2161,"2161 Mathematicians, statisticians and actuaries",19-1041.00,Epidemiologists
2121,2121 Biologists and related scientists,19-1042.00,"Medical Scientists, Except Epidemiologists"
2111,2111 Physicists and astronomers,19-2011.00,Astronomers
2111,2111 Physicists and astronomers,19-2012.00,Physicists
2111,2111 Physicists and astronomers,19-2021.00,Atmospheric and Space Scientists
2114,2114 Meteorologists and climatologists,19-2021.00,Atmospheric and Space Scientists
2112,2112 Chemists,19-2031.00,Chemists
2142,2142 Metallurgical and materials engineers,19-2032.00,Materials Scientists
2121,2121 Biologists and related scientists,19-2041.00,"Environmental Scientists and Specialists, Including Health"
2113,2113 Geoscientists and oceanographers,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
2113,2113 Geoscientists and oceanographers,19-2043.00,Hydrologists
4162,4162 Economists and economic policy researchers and analysts,19-3011.00,Economists
4163,4163 Business development officers and marketing researchers and consultants,19-3021.00,Market Research Analysts
4163,4163 Business development officers and marketing researchers and consultants,19-3022.00,Survey Researchers
4151,4151 Psychologists,19-3031.00,"Clinical, Counseling, and School Psychologists"
4151,4151 Psychologists,19-3031.01,School Psychologists
4151,4151 Psychologists,19-3031.02,Clinical Psychologists
4151,4151 Psychologists,19-3031.03,Counseling Psychologists
4151,4151 Psychologists,19-3032.00,Industrial-Organizational Psychologists
4164,"4164 Social policy researchers, consultants and program officers",19-3041.00,Sociologists
2153,2153 Urban and land use planners,19-3051.00,Urban and Regional Planners
4164,"4164 Social policy researchers, consultants and program officers",19-3091.00,Anthropologists and Archeologists
4164,"4164 Social policy researchers, consultants and program officers",19-3091.01,Anthropologists
4161,"4161 Natural and applied science policy researchers, consultants and program officers",19-3091.02,Archeologists
4164,"4164 Social policy researchers, consultants and program officers",19-3092.00,Geographers
4164,"4164 Social policy researchers, consultants and program officers",19-3093.00,Historians
4164,"4164 Social policy researchers, consultants and program officers",19-3094.00,Political Scientists
4164,"4164 Social policy researchers, consultants and program officers",19-3099.99,"Social Scientists and Related Workers, All Other"
2221,2221 Biological technologists and technicians,19-4011.00,Agricultural and Food Science Technicians
2123,"2123 Agricultural representatives, consultants and specialists",19-4011.01,Agricultural Technicians
2221,2221 Biological technologists and technicians,19-4011.02,Food Science Technicians
2221,2221 Biological technologists and technicians,19-4021.00,Biological Technicians
2211,2211 Chemical technologists and technicians,19-4031.00,Chemical Technicians
2212,2212 Geological and mineral technologists and technicians,19-4041.00,Geological and Petroleum Technicians
2212,2212 Geological and mineral technologists and technicians,19-4041.01,Geophysical Data Technicians
2212,2212 Geological and mineral technologists and technicians,19-4041.02,Geological Sample Test Technicians
2211,2211 Chemical technologists and technicians,19-4051.00,Nuclear Technicians
2211,2211 Chemical technologists and technicians,19-4051.01,Nuclear Equipment Operation Technicians
2211,2211 Chemical technologists and technicians,19-4051.02,Nuclear Monitoring Technicians
1254,1254 Statistical officers and related research support occupations,19-4061.00,Social Science Research Assistants
4012,4012 Post-secondary teaching and research assistants,19-4061.00,Social Science Research Assistants
4164,"4164 Social policy researchers, consultants and program officers",19-4061.00,Social Science Research Assistants
4167,"4167 Recreation, sports and fitness policy researchers, consultants and program officers",19-4061.00,Social Science Research Assistants
2153,2153 Urban and land use planners,19-4061.01,City and Regional Planning Aides
4161,"4161 Natural and applied science policy researchers, consultants and program officers",19-4091.00,"Environmental Science and Protection Technicians, Including Health"
4161,"4161 Natural and applied science policy researchers, consultants and program officers",19-4092.00,Forensic Science Technicians
2223,2223 Forestry technologists and technicians,19-4093.00,Forest and Conservation Technicians
2224,2224 Conservation and fishery officers,19-4093.00,Forest and Conservation Technicians
4212,4212 Social and community service workers,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
4033,4033 Educational counsellors,21-1012.00,"Educational, Vocational, and School Counselors"
4156,4156 Employment counsellors,21-1012.00,"Educational, Vocational, and School Counselors"
4153,"4153 Family, marriage and other related counsellors",21-1013.00,Marriage and Family Therapists
4153,"4153 Family, marriage and other related counsellors",21-1014.00,Mental Health Counselors
4153,"4153 Family, marriage and other related counsellors",21-1015.00,Rehabilitation Counselors
4152,4152 Social workers,21-1021.00,"Child, Family, and School Social Workers"
4153,"4153 Family, marriage and other related counsellors",21-1021.00,"Child, Family, and School Social Workers"
4212,4212 Social and community service workers,21-1021.00,"Child, Family, and School Social Workers"
4152,4152 Social workers,21-1022.00,Medical and Public Health Social Workers
4152,4152 Social workers,21-1023.00,Mental Health and Substance Abuse Social Workers
4212,4212 Social and community service workers,21-1023.00,Mental Health and Substance Abuse Social Workers
4167,"4167 Recreation, sports and fitness policy researchers, consultants and program officers",21-1091.00,Health Educators
4155,4155 Probation and parole officers and related occupations,21-1092.00,Probation Officers and Correctional Treatment Specialists
4212,4212 Social and community service workers,21-1093.00,Social and Human Service Assistants
4154,4154 Professional occupations in religion,21-2011.00,Clergy
423,"0423 Managers in social, community and correctional services",21-2021.00,"Directors, Religious Activities and Education"
4112,4112 Lawyers and Quebec notaries,23-1011.00,Lawyers
1227,1227 Court officers and justices of the peace,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
1121,1121 Human resources professionals,23-1022.00,"Arbitrators, Mediators, and Conciliators"
4111,4111 Judges,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
1242,1242 Legal administrative assistants,23-2011.00,Paralegals and Legal Assistants
4211,4211 Paralegal and related occupations,23-2011.00,Paralegals and Legal Assistants
1251,"1251 Court reporters, medical transcriptionists and related occupations",23-2091.00,Court Reporters
4211,4211 Paralegal and related occupations,23-2092.00,Law Clerks
4211,4211 Paralegal and related occupations,23-2093.00,"Title Examiners, Abstractors, and Searchers"
4011,4011 University professors and lecturers,25-1011.00,"Business Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1011.00,"Business Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1021.00,"Computer Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1021.00,"Computer Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1022.00,"Mathematical Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1022.00,"Mathematical Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1031.00,"Architecture Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1031.00,"Architecture Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1032.00,"Engineering Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1032.00,"Engineering Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1042.00,"Biological Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1042.00,"Biological Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1052.00,"Chemistry Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1052.00,"Chemistry Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1053.00,"Environmental Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1053.00,"Environmental Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1054.00,"Physics Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1054.00,"Physics Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1063.00,"Economics Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1063.00,"Economics Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1064.00,"Geography Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1064.00,"Geography Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1065.00,"Political Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1065.00,"Political Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1066.00,"Psychology Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1066.00,"Psychology Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1067.00,"Sociology Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1067.00,"Sociology Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1071.00,"Health Specialties Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1071.00,"Health Specialties Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1081.00,"Education Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1081.00,"Education Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1082.00,"Library Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1082.00,"Library Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1112.00,"Law Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1112.00,"Law Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1113.00,"Social Work Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1113.00,"Social Work Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1122.00,"Communications Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1122.00,"Communications Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1123.00,"English Language and Literature Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1123.00,"English Language and Literature Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1125.00,"History Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1125.00,"History Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
4012,4012 Post-secondary teaching and research assistants,25-1191.00,Graduate Teaching Assistants
4011,4011 University professors and lecturers,25-1192.00,"Home Economics Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1192.00,"Home Economics Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1194.00,"Vocational Education Teachers, Postsecondary"
4216,4216 Other instructors,25-1194.00,"Vocational Education Teachers, Postsecondary"
4214,4214 Early childhood educators and assistants,25-2011.00,"Preschool Teachers, Except Special Education"
4214,4214 Early childhood educators and assistants,25-2012.00,"Kindergarten Teachers, Except Special Education"
4032,4032 Elementary school and kindergarten teachers,25-2021.00,"Elementary School Teachers, Except Special Education"
4031,4031 Secondary school teachers,25-2022.00,"Middle School Teachers, Except Special and Vocational Education"
4031,4031 Secondary school teachers,25-2023.00,"Vocational Education Teachers, Middle School"
4031,4031 Secondary school teachers,25-2031.00,"Secondary School Teachers, Except Special and Vocational Education"
4031,4031 Secondary school teachers,25-2032.00,"Vocational Education Teachers, Secondary School"
4215,4215 Instructors of persons with disabilities,25-2041.00,"Special Education Teachers, Preschool, Kindergarten, and Elementary School"
4215,4215 Instructors of persons with disabilities,25-2042.00,"Special Education Teachers, Middle School"
4215,4215 Instructors of persons with disabilities,25-2043.00,"Special Education Teachers, Secondary School"
4216,4216 Other instructors,25-3011.00,"Adult Literacy, Remedial Education, and GED Teachers and Instructors"
4216,4216 Other instructors,25-3021.00,Self-Enrichment Education Teachers
4216,4216 Other instructors,25-3099.99,"Teachers and Instructors, All Other"
1213,"1213 Supervisors, library, correspondence and related information workers",25-4011.00,Archivists
5113,5113 Archivists,25-4011.00,Archivists
5112,5112 Conservators and curators,25-4012.00,Curators
5112,5112 Conservators and curators,25-4013.00,Museum Technicians and Conservators
5212,5212 Technical occupations related to museums and art galleries,25-4013.00,Museum Technicians and Conservators
5111,5111 Librarians,25-4021.00,Librarians
5211,5211 Library and public archive technicians,25-4031.00,Library Technicians
2123,"2123 Agricultural representatives, consultants and specialists",25-9021.00,Farm and Home Management Advisors
4166,"4166 Education policy researchers, consultants and program officers",25-9031.00,Instructional Coordinators
4413,4413 Elementary and secondary school teacher assistants,25-9041.00,Teacher Assistants
5131,"5131 Producers, directors, choreographers and related occupations",27-1011.00,Art Directors
5244,5244 Artisans and craftspersons,27-1012.00,Craft Artists
5136,"5136 Painters, sculptors and other visual artists",27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
5241,5241 Graphic designers and illustrators,27-1014.00,Multi-Media Artists and Animators
2252,2252 Industrial designers,27-1021.00,Commercial and Industrial Designers
